,x,y,total,totalerr
0,-0.20000000000000018,-0.0019999999999988916,1794762.887589043,219.82055451003797
1,-0.20000000000000018,0.0,1794098.1402222242,216.78442139058942
2,-0.20000000000000018,0.0019999999999988916,1791734.9530000018,219.1464482650602
3,-0.1980000000000004,0.0019999999999988916,1788057.8373607323,219.54365878935639
4,-0.1980000000000004,0.0,1791829.7049406413,219.68805261142518
5,-0.1980000000000004,-0.0019999999999988916,1795829.0184494406,218.12219838475164
6,-0.19599999999999973,-0.0019999999999988916,1796225.5744205825,217.67416050252993
7,-0.19599999999999973,0.0,1794652.321820226,218.09093257184418
8,-0.19599999999999973,0.0019999999999988916,1790622.7712126707,218.638794664077
9,-0.19399999999999995,0.0019999999999988916,1790664.4957777788,216.70614982370176
10,-0.19399999999999995,0.0,1791334.3687079651,216.23577694781784
11,-0.19399999999999995,-0.0019999999999988916,1793923.4755169305,218.52391626371968
12,-0.19200000000000017,-0.0019999999999988916,1796575.9185895692,219.17598160896267
13,-0.19200000000000017,0.0,1791390.5744601777,216.28100045182813
14,-0.19200000000000017,0.0019999999999988916,1790797.5479115057,216.24373394652176
15,-0.1900000000000004,0.0019999999999988916,1791727.498183488,220.20596634911928
16,-0.1900000000000004,0.0,1795118.1784474282,217.6089690874723
17,-0.1900000000000004,-0.0019999999999988916,1797683.4808824838,216.80098583860723
18,-0.18799999999999972,-0.0019999999999988916,1798419.0140801792,217.31355490590542
19,-0.18799999999999972,0.0,1795167.4001719465,218.88200935768836
20,-0.18799999999999972,0.0019999999999988916,1794150.735207208,218.31454837584232
21,-0.18599999999999994,0.0019999999999988916,1794627.043033409,217.13633766742416
22,-0.18599999999999994,0.0,1792613.0118530083,217.01255475852363
23,-0.18599999999999994,-0.0019999999999988916,1800318.345567568,218.59600294285264
24,-0.18400000000000016,-0.0019999999999988916,1799061.0535555554,217.11915506682283
25,-0.18400000000000016,0.0,1796686.9137466068,218.96080032201672
26,-0.18400000000000016,0.0019999999999988916,1796779.4139550563,218.16940422377073
27,-0.18200000000000038,0.0019999999999988916,1798048.6412286994,217.9941181955309
28,-0.18200000000000038,0.0,1799777.156995434,220.0773754482837
29,-0.18200000000000038,-0.0019999999999988916,1798112.7757168943,220.02984570274145
30,-0.17999999999999972,-0.0019999999999988916,1804500.764238533,220.78835002323038
31,-0.17999999999999972,0.0,1801255.1023243256,218.64576111405222
32,-0.17999999999999972,0.0019999999999988916,1798685.7259638018,218.97866581872842
33,-0.17799999999999994,0.0019999999999988916,1798093.9886430157,216.8340320284159
34,-0.17799999999999994,0.0,1801264.617643653,217.40726694555175
35,-0.17799999999999994,-0.0019999999999988916,1800942.6094855904,216.9377573616292
36,-0.17600000000000016,-0.0019999999999988916,1803419.256359912,219.99400028424031
37,-0.17600000000000016,0.0,1802559.090217197,219.19648300009865
38,-0.17600000000000016,0.0019999999999988916,1801930.9179548544,218.92455794064728
39,-0.17400000000000038,0.0019999999999988916,1801578.4861447988,219.17879752855177
40,-0.17400000000000038,0.0,1803929.210801824,220.02838859653173
41,-0.17400000000000038,-0.0019999999999988916,1802154.9743882637,218.95437652197407
42,-0.1719999999999997,-0.0019999999999988916,1806772.5382739734,220.3829168608393
43,-0.1719999999999997,0.0,1806258.6300179393,218.37322249478152
44,-0.1719999999999997,0.0019999999999988916,1807037.1240674176,218.654159165182
45,-0.16999999999999993,0.0019999999999988916,1805164.373454547,219.82684759102827
46,-0.16999999999999993,0.0,1803670.218180588,219.0547931733132
47,-0.16999999999999993,-0.0019999999999988916,1805216.3909753936,218.15051376995197
48,-0.16800000000000015,-0.0019999999999988916,1805782.9906696847,219.39176201467677
49,-0.16800000000000015,0.0,1806414.1853226554,220.67153405717622
50,-0.16800000000000015,0.0019999999999988916,1807735.8538928584,217.98465436404823
51,-0.16600000000000037,0.0019999999999988916,1805859.6260725628,219.61205919164576
52,-0.16600000000000037,0.0,1806724.0994285718,217.94342353100217
53,-0.16600000000000037,-0.0019999999999988916,1806128.1001476517,218.1484736871712
54,-0.1639999999999997,-0.0019999999999988916,1805657.639990952,219.3899136682926
55,-0.1639999999999997,0.0,1807294.723823929,219.2243312023362
56,-0.1639999999999997,0.0019999999999988916,1803271.689363637,219.76838941330294
57,-0.16199999999999992,0.0019999999999988916,1806139.787009009,218.90565909161765
58,-0.16199999999999992,0.0,1805392.089363637,219.9076342265779
59,-0.16199999999999992,-0.0019999999999988916,1808380.4289009022,219.04783033000592
60,-0.16000000000000014,-0.0019999999999988916,1807920.1349794061,220.77098299416883
61,-0.16000000000000014,0.0,1807306.5475749457,218.26489898460838
62,-0.16000000000000014,0.0019999999999988916,1808397.4673424046,219.7907492447043
63,-0.15800000000000036,0.0019999999999988916,1809063.4080448437,218.54812930731433
64,-0.15800000000000036,0.0,1809804.4454157306,218.8367578830763
65,-0.15800000000000036,-0.0019999999999988916,1809741.1426532448,218.38478951389988
66,-0.1559999999999997,-0.0019999999999988916,1811048.33709091,220.13669936114985
67,-0.1559999999999997,0.0,1809495.891585747,217.89083769719704
68,-0.1559999999999997,0.0019999999999988916,1806331.9922857159,221.49518948946852
69,-0.15399999999999991,0.0019999999999988916,1807151.8654439468,218.481659679578
70,-0.15399999999999991,0.0,1807816.511183858,218.48877034574951
71,-0.15399999999999991,-0.0019999999999988916,1807258.6596964302,218.03386993249833
72,-0.15200000000000014,-0.0019999999999988916,1810086.6746292147,218.81619541491276
73,-0.15200000000000014,0.0,1810484.6701348315,218.85118545306625
74,-0.15200000000000014,0.0019999999999988916,1811239.675321428,218.1291577027259
75,-0.15000000000000036,0.0019999999999988916,1809311.8588988765,218.83000354436444
76,-0.15000000000000036,0.0,1811889.5370909092,220.15628451286085
77,-0.15000000000000036,-0.0019999999999988916,1809985.5842360817,217.8598400184238
78,-0.1479999999999997,-0.0019999999999988916,1813036.4981834868,221.18324570091764
79,-0.1479999999999997,0.0,1810115.818358745,218.55874444912072
80,-0.1479999999999997,0.0019999999999988916,1809995.197426049,216.8981717526219
81,-0.1459999999999999,0.0019999999999988916,1808322.962684684,219.02327546593474
82,-0.1459999999999999,0.0,1809734.490643679,221.30171539986216
83,-0.1459999999999999,-0.0019999999999988916,1811152.2679328865,218.40093298929656
84,-0.14400000000000013,-0.0019999999999988916,1811120.6015294117,219.61504260752088
85,-0.14400000000000013,0.0,1810798.0617837831,219.11544530621472
86,-0.14400000000000013,0.0019999999999988916,1813071.8340538112,218.6559920293241
87,-0.14200000000000035,0.0019999999999988916,1811017.2859006778,219.38127923600175
88,-0.14200000000000035,0.0,1810723.4227963793,219.61853944002362
89,-0.14200000000000035,-0.0019999999999988916,1810227.2945562904,216.9164208187763
90,-0.13999999999999968,-0.0019999999999988916,1815003.8764340042,218.56003609432187
91,-0.13999999999999968,0.0,1814977.775777777,217.84339749751638
92,-0.13999999999999968,0.0019999999999988916,1813560.9716936934,219.2501847120447
93,-0.1379999999999999,0.0019999999999988916,1812553.534207674,219.48467886028405
94,-0.1379999999999999,0.0,1812301.0943716804,217.23608797320958
95,-0.1379999999999999,-0.0019999999999988916,1812831.8300361969,219.73940202555212
96,-0.13600000000000012,-0.0019999999999988916,1815152.184392692,220.83054957655492
97,-0.13600000000000012,0.0,1815176.3487865156,219.08108198254166
98,-0.13600000000000012,0.0019999999999988916,1810283.0509306486,218.35823816829938
99,-0.13400000000000034,0.0019999999999988916,1814554.475727273,220.27867111294407
