,x,y,total,totalerr
0,-0.20000000000000018,-0.0019999999999988916,1535292.739711713,204.9738639549725
1,-0.20000000000000018,0.0,1532727.6813707866,204.65198588381
2,-0.20000000000000018,0.0019999999999988916,1531535.0608054304,205.23966748858646
3,-0.1980000000000004,0.0019999999999988916,1530406.68709091,205.7135389832639
4,-0.1980000000000004,0.0,1532077.208180181,204.81004242477874
5,-0.1980000000000004,-0.0019999999999988916,1533874.9664700679,203.3316744670966
6,-0.19599999999999973,-0.0019999999999988916,1533334.9922857159,203.99703100936222
7,-0.19599999999999973,0.0,1534809.7734853292,205.19347946700717
8,-0.19599999999999973,0.0019999999999988916,1533438.137201776,203.30342548758412
9,-0.19399999999999995,0.0019999999999988916,1531596.2512142877,203.8801577983676
10,-0.19399999999999995,0.0,1535264.0685405426,204.96654774111315
11,-0.19399999999999995,-0.0019999999999988916,1533671.5381809978,205.33623778375699
12,-0.19200000000000017,-0.0019999999999988916,1535909.8519910325,204.51160017511086
13,-0.19200000000000017,0.0,1532761.6784424793,203.04088085913955
14,-0.19200000000000017,0.0019999999999988916,1533574.307545456,205.79692300804345
15,-0.1900000000000004,0.0019999999999988916,1530514.155483444,202.6905481457461
16,-0.1900000000000004,0.0,1532507.1015294122,205.31371178001982
17,-0.1900000000000004,-0.0019999999999988916,1534209.5116343128,205.1398556038288
18,-0.18799999999999972,-0.0019999999999988916,1530894.9573721983,204.29121563192385
19,-0.18799999999999972,0.0,1529400.6361081093,204.6729263342649
20,-0.18799999999999972,0.0019999999999988916,1531288.4800316028,205.01033079335124
21,-0.18599999999999994,0.0019999999999988916,1530046.0279999995,205.6277736691248
22,-0.18599999999999994,0.0,1528545.1254387521,203.49513567702658
23,-0.18599999999999994,-0.0019999999999988916,1529078.7892612612,204.6161633209258
24,-0.18400000000000016,-0.0019999999999988916,1523192.935427938,202.7760636638827
25,-0.18400000000000016,0.0,1525393.0045446223,206.1274494928778
26,-0.18400000000000016,0.0019999999999988916,1526681.323045045,204.5261921091313
27,-0.18200000000000038,0.0019999999999988916,1522033.252770642,206.19084413822733
28,-0.18200000000000038,0.0,1521022.9420091116,205.4567385241449
29,-0.18200000000000038,-0.0019999999999988916,1520042.0474877497,203.01785511868647
30,-0.17999999999999972,-0.0019999999999988916,1515854.7260812635,204.2016875173958
31,-0.17999999999999972,0.0,1518227.6083571417,203.20826722736516
32,-0.17999999999999972,0.0019999999999988916,1520616.202107142,203.31976774968157
33,-0.17799999999999994,0.0019999999999988916,1515612.2376412544,203.4712781899256
34,-0.17799999999999994,0.0,1512697.9363710387,204.2745122725807
35,-0.17799999999999994,-0.0019999999999988916,1514591.3935606398,205.515820519849
36,-0.17600000000000016,-0.0019999999999988916,1510422.6234545447,204.61079758185392
37,-0.17600000000000016,0.0,1512306.7779999992,205.40067381715252
38,-0.17600000000000016,0.0019999999999988916,1510239.0789049768,204.14025219656173
39,-0.17400000000000038,0.0019999999999988916,1505828.8617104073,203.89606562360473
40,-0.17400000000000038,0.0,1505540.5331020404,204.15115282102448
41,-0.17400000000000038,-0.0019999999999988916,1507572.3766394546,204.22404472574055
42,-0.1719999999999997,-0.0019999999999988916,1502775.5992669673,203.74829231039877
43,-0.1719999999999997,0.0,1502454.0052727265,204.16454015070116
44,-0.1719999999999997,0.0019999999999988916,1499098.3833811656,202.65102208195492
45,-0.16999999999999993,0.0019999999999988916,1495187.038770975,203.5426853362708
46,-0.16999999999999993,0.0,1497072.0702374429,204.37228512880787
47,-0.16999999999999993,-0.0019999999999988916,1499892.8473512297,202.39805884655192
48,-0.16800000000000015,-0.0019999999999988916,1496047.306344671,203.60777593009243
49,-0.16800000000000015,0.0,1495471.8414920634,203.55113362639918
50,-0.16800000000000015,0.0019999999999988916,1493814.26886758,204.13917377733745
51,-0.16600000000000037,0.0019999999999988916,1492770.695995445,203.8555057759542
52,-0.16600000000000037,0.0,1498029.6151040723,203.39828477147228
53,-0.16600000000000037,-0.0019999999999988916,1496609.6607433625,201.10690530890025
54,-0.1639999999999997,-0.0019999999999988916,1499397.6618268793,204.23172019500987
55,-0.1639999999999997,0.0,1497053.1204036283,203.67323395767272
56,-0.1639999999999997,0.0019999999999988916,1493170.8793513514,202.7435524507296
57,-0.16199999999999992,0.0019999999999988916,1494743.7780000004,202.15691740576602
58,-0.16199999999999992,0.0,1497434.566636364,203.9147352418086
59,-0.16199999999999992,-0.0019999999999988916,1501331.3066041193,204.8095804053883
60,-0.16000000000000014,-0.0019999999999988916,1506900.279128668,203.7097693898091
61,-0.16000000000000014,0.0,1505940.3399469021,201.62785865112363
62,-0.16000000000000014,0.0019999999999988916,1501545.399004566,204.6022159798218
63,-0.15800000000000036,0.0019999999999988916,1505744.7102799106,203.63982543801274
64,-0.15800000000000036,0.0,1509979.4978177673,204.80145919270413
65,-0.15800000000000036,-0.0019999999999988916,1509102.2402425627,205.24993205665626
66,-0.1559999999999997,-0.0019999999999988916,1516946.1885960263,201.99708835579344
67,-0.1559999999999997,0.0,1514760.1044840182,205.25720267652707
68,-0.1559999999999997,0.0019999999999988916,1509474.9321850226,201.34597203752543
69,-0.15399999999999991,0.0019999999999988916,1506559.9096964276,202.58572366364947
70,-0.15399999999999991,0.0,1509385.1013256342,206.19684860165137
